client_id,created_at,enable_ai_esp_matching,follow_up_percentage,id,max_leads_per_day,min_time_btwn_emails,name,parent_campaign_id,schedule_start_time,scheduler_cron_value.days,scheduler_cron_value.endHour,scheduler_cron_value.startHour,scheduler_cron_value.tz,send_as_plain_text,status,stop_lead_settings,track_settings,unsubscribe_text,updated_at,user_id
4269,2024-09-16T13:21:33.676Z,False,100,626345,100,20,Automated Warm FU Seq,626344,,"[1, 2, 3, 4, 5]",12:00,11:25,America/New_York,False,ACTIVE,REPLY_TO_AN_EMAIL,[],,2025-09-14T13:01:20.725Z,2368
1885,2024-09-16T12:00:44.444Z,False,100,626020,100,20,OOO,626016,,"[1, 2, 3, 4, 5]",18:32,08:19,Etc/GMT+4,False,ACTIVE,REPLY_TO_AN_EMAIL,[],,2025-09-14T09:06:20.826Z,2368
3864,2024-09-16T11:39:46.564Z,False,100,625942,200,7,Out of Office,625938,,"[1, 2, 3, 4, 5]",12:33,10:17,America/New_York,False,ACTIVE,REPLY_TO_AN_EMAIL,[],,2025-09-14T04:00:20.863Z,2368
3864,2024-09-16T11:39:46.370Z,True,40,625938,475,10,9/16 ALM | Sequence #12: refresh seq #1 - direct pitch with generic case study | Reused Leadswift - Sheets | Using July2024senders | NOTRACK |,,,"[1, 2, 3, 4, 5, 6, 0]",17:44,09:20,America/New_York,True,ACTIVE,REPLY_TO_AN_EMAIL,"[""DONT_LINK_CLICK"", ""DONT_EMAIL_OPEN""]","If you're not interested, please click here to stop future correspondence. Thanks.",2025-09-14T04:00:20.863Z,2368
831,2024-09-03T12:16:56.529Z,False,100,597769,100,7,OOO,597766,,"[1, 2, 3, 4, 5]",18:20,08:11,Etc/GMT+5,False,ACTIVE,REPLY_TO_AN_EMAIL,[],,2025-09-14T05:00:20.870Z,2368
3864,2024-09-02T11:31:42.310Z,True,40,594969,600,10,9/2 ALM | Sequence #3: vague partnership angle + uses {{case_studies}} | Leadswift - Hyperke Sheets | Using July2024senders | NOTRACK |,,,"[1, 2, 3, 4, 5, 6, 0]",19:06,07:48,America/New_York,True,ACTIVE,REPLY_TO_AN_EMAIL,"[""DONT_LINK_CLICK"", ""DONT_EMAIL_OPEN""]","If you're not interested, please click here to stop future correspondence. Thanks.",2025-09-14T04:00:20.863Z,2368
4079,2024-08-28T16:05:58.902Z,False,40,587528,300,10,08/28 | MBM Sales | Sequence 12: close rate free up time comm only combined | NOTRACK | SPLIT TEXT 4X,,,"[1, 2, 3, 4, 5, 0, 6]",17:14,07:59,Europe/London,True,ACTIVE,REPLY_TO_AN_EMAIL,[],,2025-09-13T23:00:21.111Z,2368
4079,2024-08-23T15:17:20.895Z,False,40,578199,300,10,08/23 | MBM Sales | Sequence 10: PS about not offering leadgen | ppc | NOTRACK | New senders,,,"[1, 2, 3, 4, 5, 0, 6]",18:53,06:31,America/New_York,True,ACTIVE,REPLY_TO_AN_EMAIL,[],,2025-09-14T04:00:20.863Z,2368
4079,2024-08-23T15:03:33.316Z,False,40,578150,300,10,08/23 | MBM Sales | Sequence 7: Winning script from tests: US/UK |  SEO Leadswift: Apollo Search only | NOTRACK | New senders,,,"[1, 2, 3, 4, 5, 0, 6]",19:24,07:30,America/New_York,True,ACTIVE,REPLY_TO_AN_EMAIL,[],,2025-09-14T04:00:20.863Z,2368
4079,2024-08-23T14:47:16.031Z,False,40,578090,300,10,08/23 | MBM Sales | Sequence 11: PS about having 10 calls per week | SEO Leadswift: Apollo Search only | NOTRACK | New senders,,,"[1, 2, 3, 4, 5, 0, 6]",16:38,05:46,America/New_York,True,ACTIVE,REPLY_TO_AN_EMAIL,[],,2025-09-14T04:00:20.863Z,2368
1885,2024-08-19T16:30:29.554Z,False,40,565953,300,10,08/19 | ECA | Sequence #16: 2 steps - pain + case study | Shopify Plus | NOTRACK | SPLIT TEXT 2X,,,"[1, 2, 3, 4, 5, 6, 0]",17:03,07:54,America/New_York,True,ACTIVE,REPLY_TO_AN_EMAIL,[],,2025-09-14T12:03:00.802Z,2368
1885,2024-08-15T13:14:03.022Z,False,40,558081,250,10,08/15 | ECA | Sequence #14:James new offer | Health&wellness | Shopify Plus | NOTRACK | SPLIT TEXT 4X,,,"[1, 2, 3, 4, 5, 6, 0]",18:50,06:58,America/New_York,True,ACTIVE,REPLY_TO_AN_EMAIL,[],,2025-09-14T04:00:20.863Z,2368
831,2024-08-14T05:40:04.414Z,False,40,554462,900,10,8/14 SEM  | Sequence #12: 2 step w booking link in follow up | Leadswift + Apollo | using June2024 senders | Reused Past Sheets NOTRACK ,,,"[1, 2, 3, 4, 5, 0, 6]",13:42,07:43,America/New_York,True,ACTIVE,REPLY_TO_AN_EMAIL,"[""DONT_EMAIL_OPEN"", ""DONT_LINK_CLICK""]","If you're not interested, please click here to stop future correspondence. Thanks.",2025-09-14T09:06:50.006Z,2368
831,2024-08-12T13:17:37.280Z,False,30,549150,1000,10,8/12 SEM  | Sequence #10: 2 step - question only | Leadswift + Apollo | using June2024 senders | Reused Past Sheets NOTRACK ,,,"[1, 2, 3, 4, 5, 0, 6]",15:50,06:50,America/New_York,True,ACTIVE,REPLY_TO_AN_EMAIL,"[""DONT_EMAIL_OPEN"", ""DONT_LINK_CLICK""]","If you're not interested, please click here to stop future correspondence. Thanks.",2025-09-14T09:07:19.112Z,2368
4079,2024-07-22T12:39:32.538Z,False,100,503824,100,15,No show,503823,,"[1, 2, 3, 4, 5]",21:22,09:33,America/New_York,False,ACTIVE,REPLY_TO_AN_EMAIL,[],,2025-09-14T04:00:20.863Z,2368
831,2024-07-18T09:45:01.713Z,False,40,497623,850,10,7/18 SEM  | Sequence #10: 2 step - question only | Outscraper | using July2024 senders | NOTRACK ,,,"[1, 2, 3, 5, 0, 6, 4]",18:08,07:49,America/New_York,True,ACTIVE,REPLY_TO_AN_EMAIL,[],"If you're not interested, please click here to stop future correspondence. Thanks.",2025-09-14T04:00:20.863Z,2368
831,2024-06-17T11:36:02.473Z,False,40,437697,1300,10,6/17 SEM  | Sequence #11: 2 step - mention whitelabel question only | Twitter - Apollo search | using June2024 senders | NOTRACK | UK Region ,,,"[1, 2, 3, 4, 5]",18:41,07:00,Europe/London,True,ACTIVE,REPLY_TO_AN_EMAIL,[],"If you're not interested, please click here to stop future correspondence. Thanks.",2025-09-14T09:07:17.632Z,2368
4079,2024-04-30T13:49:23.212Z,False,40,349962,100,7,[AI] 04/30 | MBM Sales | Sequence 7: Winning script from tests: US/UK |  SEO Leadswift | AI senders from VBULL&others-12Apr sheet |,,,"[1, 2, 3, 4, 5]",20:34,08:46,America/New_York,False,ACTIVE,REPLY_TO_AN_EMAIL,[],"If you're not interested, please click here to stop future correspondence. Thanks.",2025-09-14T04:00:20.863Z,2368
1061,2024-04-15T12:45:30.257Z,False,40,323386,250,10,"[AI] 04/15 |  TEA | Sequence5 | $1000 with refund if we don't outperform + case study CTA | US,CA,AU | Woocommerce",,,"[1, 2, 3, 4, 5]",15:58,07:59,Etc/GMT+4,False,ACTIVE,REPLY_TO_AN_EMAIL,[],"If you're not interested, please click here to stop future correspondence. Thanks.",2025-09-14T04:00:20.863Z,2368
1061,2024-04-15T12:35:32.166Z,False,40,323355,250,9,"[AI] 04/15 | TEA | Sequence4 | call CTA + $1k refund if can't beat you | US,CA,AU | Woocommerce ",,,"[1, 2, 3, 4, 5]",17:38,09:13,Etc/GMT+4,False,ACTIVE,REPLY_TO_AN_EMAIL,[],"If you're not interested, please click here to stop future correspondence. Thanks.",2025-09-14T04:00:20.863Z,2368
831,2024-03-28T05:44:38.459Z,False,40,295900,1000,7,[SS] 3/28 SEM  | Sequence #6: 2 step - question > guarantee | Leadswift + Apollo | bradley + mailscale + old AI senders | ,,,"[1, 2, 3, 4, 5]",15:24,12:13,Etc/GMT+5,False,ACTIVE,REPLY_TO_AN_EMAIL,[],"If you're not interested, please click here to stop future correspondence. Thanks.",2025-09-14T05:00:20.870Z,2368
2754,2024-03-22T09:43:42.297Z,False,40,286260,450,7,"3/22  CWT | Version 2  Generic for all businesses with Denver mentions - Ben Edwards  | 3 States | UT, CO, NM",,,"[1, 2, 3, 4, 5]",16:43,07:50,America/Denver,False,ACTIVE,REPLY_TO_AN_EMAIL,[],"If you're not interested, please click here to stop future correspondence. Thanks.",2025-09-14T06:00:20.942Z,2368
831,2024-03-21T12:08:39.989Z,False,40,284462,1000,7,[SS] [AI] 3/21 | SEM | Sequence #6:  2 step - question > guarantee | Leadswift + Apollo |   ,,,"[1, 2, 3, 4, 5]",15:29,06:45,Etc/GMT+5,False,ACTIVE,REPLY_TO_AN_EMAIL,[],"If you're not interested, please click here to stop future correspondence. Thanks.",2025-09-14T09:07:20.002Z,2368
831,2024-03-01T05:46:29.448Z,False,40,252483,1500,7,[SS] 3/1 SEM | Sequence #4:  question + guarantee later | Leadswift  ,,,"[1, 2, 3, 4, 5]",13:34,06:40,Etc/GMT+5,False,ACTIVE,REPLY_TO_AN_EMAIL,[],"If you're not interested, please click here to stop future correspondence. Thanks.",2025-09-14T05:00:20.870Z,2368
831,2024-01-12T05:44:40.440Z,False,40,186368,1500,7,1/12 SEM | Sequence #4:  question + guarantee later | Leadswift ,,,"[1, 2, 3, 4, 5]",16:42,09:22,Etc/GMT+5,False,ACTIVE,REPLY_TO_AN_EMAIL,[],"If you're not interested, please click here to stop future correspondence. Thanks.",2025-09-14T05:00:20.870Z,2368
